abs,adaptive_cruise_control,age_when_licensed,airbags,anti_theft_dsc_ind,assignedlossespd3yrs_cg,auto_parking,blind_spot,body_style_transition,brake_assist,camera,cargo_length,class_curr,co2_emissions,convertible_indicator,convictioncountmajor3yrs_cg,convictioncountminor3yrs_cg,convictioncriminal3yrs,credit_consent,credit_score,credit_score_avg,cross_traffic,curb_weight,datasource,deductible_amount_m,diploma_above_bachelor,diploma_bachelor,diploma_college,diploma_high_school,diploma_no,diploma_trades,diploma_univ_certificate,drive_train,driver_count,driver_monitor,driverage_m,drv_training_ind,engine_availability,engine_configuration,engine_cylinder,engine_displacement,engine_forced_induction,engine_fuel,engine_supplemental,er_enrolledind_cg,exposure,fsa_m,fuel_cons_city_l_per_100k,fuel_cons_comb_l_per_100k,fuel_cons_comb_mpg,fuel_cons_hwy_l_per_100k,fuel_cons_model_sim_score,full_cov_ind,garagedpostalcode_cg,gender,grad_lic_dsc_ind,headlight,hill_start,homeowner_flag,homeowner_ratio,horsepower,household_income,hybrid_veh_dsc_ind,lane_assist,large_city_ind,limit_amount_m,marital_status,mitigation_all_speed,mitigation_low_speed,mover_ratio,multi_prod_dsc_ind,multi_veh_dsc_ind,nsf_flag,occupation_arts,occupation_business,occupation_edu_gov,occupation_health,occupation_management,occupation_other,occupation_science,occupation_service,occupation_trades,oo_ind,perimeter_detection,pol_op_cnt,pol_veh_cnt,preferredclientrating_cg,price,programmable_key,region_curr,retiree_dsc_ind,rolling_year_m,size_code,stability_control,suspensioncount_cg,tenant_flag,terr_curr,theft_deterrent_system,timelicensed_cg,traction_control,traffic_jam_assist,unemployed_rate,urban_rural_curr,use,veh_acq_type,veh_age_when_pur,veh_gtr_op_dsc_ind,veh_own_yrs,vehicleage_m,vehiclecode_cg_4,vrg_actual,wheelbase,yearsclaimsfree_m,incurred_loss_m,claim_count_new
4,0,16,5,N,0,0,1,SP,2,2,0,33,260,0,0,0,0,Y,739,713.388889,0,1968,PC,,0.125163143,0.2305236586,0.2305236586,0.3074846997,0.0923733201,0.125163143,0,2,1,0,60,N,STD,V,6,3300,"",G,0,0,"20,001 to 30,000 kms",K1C,12.9,11.3,25,9.4,540,1,K1C5G1,Male,N,0,2,0,0.9375,290,186666.95,N,0,No,2000000,Married,0,0,0.2105263158,Y,Y,0,0.0689928715,0.3101549283,0.1823215568,0.0689928715,0.0689928715,0,0.0689928715,0.2231435513,0.1053605157,0,2,2,2,0,45779,0,NEW,N,2017,L,2,0,0,12,CEG1,44,2,0,16.7,U,WA,Purchased New,0,N,1,1,1658,,2800,44,1515.8,1
4,0,16,5,N,0,0,0,2D,2,0,0,33,268,0,0,1,0,Y,704,755.501757,0,1635,PMSC,0,0.0949746656,0.261190457,0.2164545632,0.345235353,0.1287489827,0.0463602329,0.0272125635,2,2,0,60,N,STD,V,6,3000,"",G,0,0,"20,001 to 30,000 kms",L0H,13.6,11.65,24,9.2,320,1,L0H1G0,Male,N,3,2,1,0.7803030303,230,141063.46,N,0,No,2000000,Married,0,0,0.3101265823,Y,Y,0,0.0257524961,0.1688533397,0.1199039272,0.0462510177,0.1722034266,0.0641619442,0.1009759173,0.2561688067,0.1262937253,1,1,4,3,0,48866,0,COR,N,2015,L,2,0,0,66,EG,44,2,0,2.2,U,WB,Purchased Used,3,N,4,7,9074,,2761,44,11628.81,1
4,0,16,5,N,0,0,2,4D,2,2,0,32,167.33,0,0,0,0,Y,755,764.085714,0,1183,PC,,0.1335313926,0.0571584138,0.5154660033,0.3646431136,0.0719734996,0.0425596144,0,1,1,0,54,N,STD,L,4,1800,"",G,0,0,"30,001 to 40,000 kms",K9A,8.17,7.27,38.67,6.27,350,1,K9A5N9,Male,N,0,0,1,0.972972973,140,100868.17,N,0,No,1000000,Married,0,0,0.5,Y,Y,0,0.0392207132,0.2135741003,0.1670540847,0.0392207132,0.0800427077,0.0392207132,0.0392207132,0.3136575589,0.1670540847,0,0,2,2,1,23851,0,NEW,N,2016,M,2,0,0,89,DEG,38,2,0,7.7,R,WA,Purchased Used,1,N,1,2,0210,,2670,38,1555.71,1
4,0,20,4,N,0,0,0,SV,1,0,0,31,274,0,0,0,0,Y,3000,735.888889,0,1882,PC,,0.1076306642,0.2809023855,0.202940844,0.3953127366,0.0631789016,0.0416726964,0.0416726964,1,1,0,43,N,STD,V,6,3300,"",G,0,0,"20,001 to 30,000 kms",L4W,13.7,11.9,24,9.6,270,1,L4W2H8,Female,N,0,0,0,1,230,247863.54,N,0,Yes,2000000,Married,0,0,0.2307692308,Y,Y,0,0.071458964,0.1892419996,0.071458964,0.071458964,0.2762533766,0,0.109199292,0.1484200051,0.1484200051,0,0,2,3,1,43600,0,COR,N,2017,L,1,0,0,62,EG1,23,1,0,3.4,U,WA,Purchased Used,1,Y,12,13,7641,,3030,23,4198.31,1
4,0,16,5,N,0,0,0,LP,2,1,0,28,,0,0,0,0,Y,685,735.470588,0,1956,PC,,0,0.0512932944,0.2231435513,0.7985076962,0.2231435513,0,0,1,1,0,30,N,STD,V,6,3500,"",G,0,0,"10,001 to 20,000 kms",N3Y,,,,,3800,1,N3Y2S3,Female,N,0,0,0,0.3636363636,235,34083.52,N,0,No,2000000,Single,0,0,0.6086956522,N,N,0,0,0.1177830357,0.1177830357,0,0,0.1177830357,0,0.5877866649,0.2513144283,0,0,1,1,0,26245,0,COR,N,2018,L,2,0,0,38,CEG1,14,2,0,11.1,R,P,Purchased Used,6,N,2,8,2830,,2890,14,1559.34,1
4,0,16,5,N,0,0,0,1P,2,2,0,31,366,0,0,0,0,Y,714,,0,2395,PC,,0.0098522964,0.1363364436,0.4660897299,0.2367156289,0.1590646946,0.108633841,0.0298529631,2,1,0,43,N,STD,V,8,6200,T,G,0,0,"20,001 to 30,000 kms",K9J,18.3,15.9,18,12.9,780,1,K9J0G6,Male,N,2,2,0,0.9669421488,411,76030.77,N,0,No,1000000,Married,0,0,0.4042553191,N,Y,0,0,0.1137588854,0.1017826943,0.1017826943,0.1505728585,0.0666913745,0.0666913745,0.1505728585,0.3429447511,0,2,2,2,1,67934,2,NEW,N,2018,L,2,0,0,89,CEG1,27,2,0,7.5,R,WA,Purchased New,0,N,4,4,3558,,3988,27,1550.63,1
4,0,17,5,N,0,0,0,4D,2,0,0,28,190.67,0,0,1,0,"",780,731.171329,0,1251,PMSC,0,0.193371393,0.2695327539,0.1670540847,0.2913518013,0.1351024849,0.033522692,0.0222231368,1,1,0,28,N,STD,L,4,1800,"",G,0,0,"10,001 to 20,000 kms",M5A,9.17,8.3,34,7.3,410,1,M5A2N8,Female,N,0,0,0,0,122,47912.76,N,0,Yes,1000000,Single,0,0,0.6054054054,Y,N,0,0.2058520542,0.1776811772,0.0806889113,0.0314986671,0.0640218588,0.0156253179,0.0891277799,0.4054651081,0.047628049,0,0,1,1,0,19633,0,COR,N,2014,M,0,0,1,72,EG1,11,0,0,7.3,U,WA,Purchased Used,3,N,0,3,1433,,2600,11,13000,1
4,1,21,5,N,0,0,1,2D,2,1,0,28,308.5,0,0,0,0,"",3000,730.689956,0,1768,PC,,0.1389254722,0.3231719574,0.1632575729,0.311677578,0.1341293,0.0126317469,0.038384243,2,1,0,28,N,STD,V,8,4200,"",G,0,0,"10,001 to 20,000 kms",L6G,15.6,13.4,21,10.8,850,1,L6G0B2,Male,N,2,0,0,0.6451612903,354,65723.61,N,0,Yes,2000000,Single,0,0,0.6944444444,N,Y,1,0.0373875321,0.2605310834,0.1166369037,0.0469569831,0.0962280321,0.0092166551,0.237000586,0.2725072744,0.0279087881,0,1,1,2,0,66360,0,COR,N,2018,L,2,0,0,73,CEG1,7,2,0,9.7,U,P,Purchased Used,7,N,0,7,9648,,2751,7,114002,1
4,0,16,5,Y,0,0,0,1P,2,1,0,28,347,0,0,0,0,Y,701,747.31589,0,2533,PMSC,0,0.0206192872,0.1498310187,0.3925617033,0.3287102313,0.1359196119,0.0994001651,0.0140123731,2,1,0,32,N,STD,V,8,5700,"",G,0,0,"0 to 10,000 Km",P6A,16.9,15.1,19,12.8,900,1,P6A5K8,Female,N,0,0,1,0.9843205575,381,119345.29,N,0,No,1000000,Married,0,0,0.1943127962,Y,N,0,0.0102715503,0.1767894419,0.1408574327,0.0695143839,0.0900684672,0.0617201122,0.0371790032,0.2527753489,0.2527753489,0,2,1,1,0,48731,0,NEW,N,2015,L,2,0,0,88,DEG,16,2,0,2.6,R,P,Purchased New,1,N,4,5,7692,,4181,16,1545,1
4,0,17,5,N,0,0,0,4D,0,0,0,27,196.5,0,0,0,0,Y,808,776.5,0,1319,PMSC,0,0.1124779834,0.2947995402,0.3237870771,0.3237870771,0.0434851119,0.0434851119,0,1,1,0,24,Y,STD,L,4,2000,"",G,0,0,"10,001 to 20,000 kms",L3Y,9.55,8.55,33,7.4,360,1,L3Y8R3,Female,N,0,0,1,0.9444444444,140,126626.82,N,0,No,2000000,Single,0,0,0.2884615385,Y,Y,0,0.0512932944,0.2548922496,0.1625189295,0.0512932944,0.1625189295,0,0.1053605157,0.2231435513,0.0779615415,0,0,4,3,0,21304,0,COR,N,2016,M,0,0,0,63,EG1,7,0,0,2.5,U,WA,Purchased Used,5,N,4,9,1437,,2685,7,94485.15,1
4,0,16,5,N,0,0,0,SP,2,2,0,32,271,0,0,0,0,Y,511,737.067797,0,1818,PMSC,0,0.1206279878,0.3664629503,0.1466034742,0.2578291093,0.1598487009,0.0584962067,0.0114286958,2,2,0,49,N,STD,V,6,3500,"",G,0,0,"10,001 to 20,000 kms",L6A,13.2,11.8,24,10.1,520,1,L6A3H1,Male,N,0,0,1,0.8,265,142311.5,N,0,Yes,1000000,Married,0,0,0.4326923077,Y,Y,1,0.016529302,0.1790482314,0.1405819506,0.0504308536,0.1035406789,0.0504308536,0.1035406789,0.2190535661,0.2190535661,1,0,3,2,0,42680,0,COR,N,2015,L,2,0,0,59,CEG1,33,2,0,3.2,U,WB,Leased New,0,N,6,6,1052,,2824,33,57922.67,1
4,0,16,5,N,0,0,0,4D,1,0,0,31,228,0,0,0,0,Y,724,731.761905,0,1330,PC,,0.0833816089,0.1278333715,0.2744368457,0.328504067,0.1278333715,0.1278333715,0.0408219945,1,1,0,43,N,STD,L,4,2000,"",G,0,0,"10,001 to 20,000 kms",L9Z,11.1,9.9,29,8.45,320,1,L9Z3B7,Female,N,0,0,1,0.9090909091,115,135532.52,N,0,No,2000000,Married,0,0,0.2962962963,Y,Y,0,0.0465200156,0.2006706955,0.1466034742,0.0953101798,0.0465200156,0.0953101798,0,0.3184537311,0.1466034742,0,0,2,3,0,26825,0,NEW,N,2018,M,1,0,0,57,CEG1,27,2,0,9.1,R,P,Purchased New,0,Y,13,13,9325,,2513,27,1575.52,1
3,0,20,5,N,0,0,0,4D,0,0,0,26,221,0,0,0,0,Y,738,756.55814,0,1378,PC,,0.0984400728,0.2076393648,0.2076393648,0.3302416869,0.0984400728,0.1335313926,0.0317486983,1,1,0,22,Y,STD,L,4,2000,"",G,0,0,"10,001 to 20,000 kms",K1K,10.3,9.6,29,8.7,320,1,K1K1M7,Male,N,0,0,0,0.2727272727,150,25589.85,N,0,No,2000000,Single,0,0,0.34375,N,N,0,0.0645385211,0.2076393648,0.1335313926,0.1335313926,0.1335313926,0,0.0645385211,0.2076393648,0.1335313926,0,0,1,1,0,18934,0,NEW,N,2018,M,0,0,1,13,EG1,2,0,0,18.8,U,WA,Purchased Used,11,N,0,10,2280,,2635,2,1722.69,1
4,0,25,5,N,0,0,0,SV,2,1,0,33,,0,0,0,0,Y,821,,0,1960,PMSC,0,-17.67560029,-17.55874508,-17.46901643,-17.41132076,-17.56526365,-17.6821996,-17.73135712,1,1,0,69,N,STD,V,6,4000,"",G,0,0,"0 to 10,000 Km",L7L,,,,,3400,1,L7L5J1,Female,N,0,0,0,,240,0,N,0,No,2000000,Married,0,0,,Y,Y,0,-18.66255591,-18.23157351,-18.26766447,-18.41775875,-18.35713045,-19.05774981,-18.5279185,-18.36884556,-18.25869283,0,0,2,2,1,32325,0,COR,N,2016,L,2,0,0,68,DEG1,44,2,0,0,U,P,Purchased Used,6,N,1,7,2662,,3078,44,1568.27,1
4,0,17,4,N,0,0,0,2P,2,1,0,33,,0,0,0,0,Y,857,764.623259,0,3270,PMSC,0,0.1113715194,0.1260314678,0.3383338568,0.3100422141,0.128143401,0.0894378094,0.0168806759,2,1,0,67,N,STD,V,8,6600,T,D,0,0,"10,001 to 20,000 kms",K7H,,,,,8000,1,K7H3C7,Male,N,0,0,1,0.9247685185,397,115855.55,N,0,No,2000000,Married,0,0,0.265993266,Y,N,0,0.0444517626,0.1292906425,0.1827793275,0.0797567074,0.1556773977,0.0528602205,0.0361134177,0.2035989552,0.1938291636,0,1,2,2,1,67909,0,NEW,Y,2016,L,2,0,0,91,EG1,50,2,0,6.3,R,P,Purchased New,0,N,5,5,5858,,4260,50,4140.31,1
4,0,19,5,N,0,0,1,SP,2,2,0,34,202,0,0,0,0,Y,845,752.671569,1,1501,PC,,0.0233928796,0.0906965615,0.3249778572,0.38260697,0.2629424663,0.0413038061,0.0233928796,2,1,0,76,N,STD,L,4,1400,T,G,0,0,"0 to 10,000 Km",L9C,9.35,8.55,33,7.65,640,1,L9C5V8,Female,N,5,0,0,0,138,57449.28,N,1,No,1000000,Married,1,0,0.3882978723,Y,N,0,0.0512932944,0.2231435513,0.1625189295,0.0339015517,0.087011377,0.0339015517,0.0689928715,0.4054651081,0.0512932944,0,4,1,1,1,32471,0,COR,Y,2018,M,2,0,1,79,CEG1,57,2,0,3.3,U,P,Purchased New,0,N,0,0,5793,,2555,57,2407.88,1
3,0,21,4,N,0,0,0,4D,0,0,0,28,202.5,0,0,0,0,Y,691,754.293168,0,1148,PC,,0.071458964,0.2147511769,0.291291254,0.275236255,0.1523081512,0.0778363598,0.0287151027,1,1,0,25,N,STD,L,4,1600,"",G,0,0,"10,001 to 20,000 kms",N0B,10.15,8.8,32,7.2,270,1,N0B1M0,Female,Y,0,0,1,0.9362150764,103,154532.76,N,0,No,2000000,Single,0,0,0.4340890008,Y,Y,0,0.0208137595,0.1766089061,0.1426305524,0.0589965626,0.1482140398,0.1086918819,0.1029673582,0.1647744484,0.1470948456,0,0,3,3,0,16425,0,COR,N,2016,M,0,0,1,31,EG1,4,0,0,3.7,U,WA,Purchased Used,4,N,4,8,5011,,2480,4,1674.27,1
4,0,23,4,N,0,0,0,1P,0,0,0,33,415.5,0,0,0,0,"",545,735.121702,0,2237,PMSC,0,0.0090498355,0.078042707,0.3302852096,0.2084867245,0.3744204864,0.1155333159,0.025343475,2,1,0,65,N,STD,V,8,5300,"",G,0,0,"0 to 10,000 Km",P0P,19.95,18.05,15.5,15.8,1330,1,P0P2J0,Male,N,0,0,1,0.4821428571,295,43097.08,N,0,No,1000000,Married,0,0,0.3172468354,N,Y,0,0.041759721,0.1664965156,0.2548262844,0.0898038949,0.0720650705,0.06986968,0.0123458358,0.23652512,0.1449903104,0,0,1,2,1,49054,0,NEW,N,2014,L,0,0,0,88,E,42,0,0,14.5,R,P,Purchased Used,2,Y,8,10,6740,,4000,42,19650,1
4,0,47,5,N,0,0,0,4D,0,0,0,33,198,0,0,0,0,"",3000,754.944444,0,1288,PC,,0.0408219945,0.1278333715,0.3856624808,0.5108256238,0.1278333715,0,0,1,1,0,66,N,STD,L,4,2200,"",G,0,0,"20,001 to 30,000 kms",L3Y,9.85,8.6,32.5,7.05,270,1,L3Y4V6,Female,N,0,0,0,0.7272727273,155,68663.57,N,0,No,1000000,Single,0,0,0.3333333333,N,N,1,0,0.3184537311,0.0953101798,0,0,0.0953101798,0.0953101798,0.4519851237,0.0953101798,0,0,1,1,0,19346,0,COR,N,2018,M,0,0,0,63,EG1,19,0,0,0,U,WB,Purchased Used,2,N,5,7,5493,,2623,3,1518.49,1
4,0,17,5,N,0,0,1,SP,2,2,0,30,258,0,0,2,0,Y,3000,751.882353,0,1790,PC,,0,0.0487901642,0.2719337155,0.4054651081,0.4795730803,0,0,1,1,0,37,N,STD,V,6,3300,"",G,0,1,"20,001 to 30,000 kms",L1E,13,11.2,25,9.1,540,1,L1E1L4,Male,N,0,2,1,1,290,163408.62,N,0,No,2000000,Married,0,0,0.2727272727,Y,Y,0,0,0.2006706955,0.2006706955,0.0953101798,0.2006706955,0.0953101798,0,0.2006706955,0.0953101798,0,1,2,2,0,32549,0,COR,N,2017,L,2,0,0,66,CEG1,20,2,0,0,U,B,Purchased New,0,N,3,3,1657,,2800,20,1558.24,1
4,0,16,5,N,0,0,0,SP,2,0,0,28,223,0,0,2,0,Y,656,746.169014,0,1394,PC,,0,0.0152674721,0.2006706955,0.5520685823,0.2578291093,0.1292117315,0.0307716587,1,1,0,28,N,STD,L,4,2400,"",G,0,0,"20,001 to 30,000 kms",L1H,10.65,9.7,29,8.55,580,1,L1H1R8,Female,N,0,1,1,0.8787878788,172,89617.34,N,0,No,1000000,Married,0,0,0.2222222222,Y,N,0,0,0.1823215568,0.1053605157,0.0689928715,0.0339015517,0.2231435513,0.0689928715,0.1823215568,0.2231435513,0,0,1,1,0,23410,0,COR,N,2018,M,2,0,0,66,EG1,12,2,0,18.8,U,WA,Purchased New,0,N,6,6,7239,,2634,12,3395.47,1
4,0,25,4,N,0,0,0,SV,0,0,0,28,,0,0,0,0,Y,667,741.318182,0,1881,PC,,0,0,0.4626235219,0.4626235219,0.2047944126,0.0769610411,0,1,1,0,30,N,STD,V,6,3300,"",G,0,0,"10,001 to 20,000 kms",N7T,,,,,3800,1,N7T3Z6,Male,Y,0,0,0,0.5333333333,180,56959.28,N,0,No,1000000,Single,0,0,0.3636363636,Y,Y,0,0,0.0606246218,0.0606246218,0.2682639866,0.0606246218,0,0,0.5306282511,0.1941560144,0,0,1,1,0,30896,0,NEW,N,2016,L,0,0,1,36,EG1,5,0,0,23.5,U,WA,Purchased Used,3,N,11,14,2662,,3030,5,43,1
4,0,30,5,N,0,0,0,SP,2,0,0,32,262.5,0,0,1,0,Y,467,747.144737,0,1656,PC,,0.1670540847,0.2403853577,0.2295744416,0.2735375651,0.1372011215,0.0436750635,0.0172418064,2,1,0,58,N,STD,L,4,2400,"",G,0,0,"10,001 to 20,000 kms",K1W,12.7,11.4,25,9.9,630,1,K1W0A8,Male,N,0,0,1,0.9122807018,166,126574.52,N,0,No,2000000,Married,0,0,0.5673758865,Y,Y,1,0.0368139731,0.2599575244,0.1847341032,0.0881072675,0.1283811666,0,0.1147755146,0.1847341032,0.0881072675,0,0,2,2,1,33914,0,NEW,N,2019,M,2,0,0,12,EG,28,2,0,3.6,U,WA,Purchased Used,9,N,0,9,1582,,2640,28,217,1
4,0,18,5,N,0,1,1,SP,2,2,0,33,221,0,0,0,0,"",862,,1,1642,PMSC,0,0.1823215568,0,0.1823215568,0.4054651081,0.1823215568,0,0.1823215568,1,1,0,70,N,STD,L,4,2000,"",G,0,0,"10,001 to 20,000 kms",N3H,10.9,9.6,29,8,730,1,N3H2K4,Male,N,1,0,0,1,237,105743.13,N,0,No,2000000,Married,0,0,0.4285714286,N,N,0,0,0,0,0,0,0,0.4054651081,0.4054651081,0.4054651081,0,4,1,1,1,35174,2,COR,Y,2015,M,2,0,0,31,CEG1,52,2,0,0,U,P,Purchased New,0,N,2,2,3782,,2690,52,13555.6,1
4,0,35,5,N,0,0,1,SP,2,2,0,30,240,0,0,0,0,"",3000,747.183673,1,1608,PC,,0,0.245122458,0.332133835,0.4274440148,0.1150693298,0.0219789067,0.0219789067,2,1,0,39,N,STD,L,4,2000,"",G,0,0,"20,001 to 30,000 kms",L9Y,11,10.1,28,9,310,1,L9Y4K8,Male,Y,1,2,0,0.95,164,90509.15,N,1,No,2000000,Single,0,0,0.4285714286,N,N,0,0.0666913745,0.1017826943,0.0666913745,0.0327898228,0.0666913745,0.0666913745,0.0327898228,0.5436154466,0.1758906665,0,1,1,1,0,32601,0,NEW,N,2017,M,2,0,0,57,CEG,4,2,0,3.2,R,WB,Purchased New,0,N,1,1,1417,,2670,4,1558.01,1
4,0,33,5,N,0,0,0,4D,2,1,0,29,171.5,0,0,0,0,Y,3000,727.933824,0,1216,PC,,0.075985907,0.2635845209,0.3462762367,0.2795848622,0.1162598061,0.0372713948,0.0122700926,1,1,0,35,Y,STD,L,4,1800,"",G,0,0,"10,001 to 20,000 kms",N2M,8.35,7.45,38,6.3,520,1,N2M5E7,Male,Y,0,0,0,0.375,148,55722.88,N,0,Yes,1000000,Married,0,0,0.8085106383,Y,N,0,0.0918075493,0.2588616339,0.0540672213,0.0727593543,0.0727593543,0.0727593543,0.1718502569,0.2363887781,0.0540672213,0,0,1,1,0,24884,0,COR,N,2018,M,2,0,1,32,CEG1,2,2,0,1.8,U,P,Purchased Used,6,N,0,6,0528,,2700,2,22.69,1
4,0,17,5,N,0,0,0,SW,2,0,0,32,244,0,0,3,0,Y,649,723.939394,0,1485,PMSC,0,0.0456700368,0.2076393648,0.264151575,0.3490510188,0.175204089,0.0363676442,0.0456700368,2,1,0,53,N,STD,H,4,2500,"",G,0,0,"10,001 to 20,000 kms",L1T,11.9,10.6,27,9,430,1,L1T3P6,Male,N,0,0,1,0.9166666667,170,113916.61,N,0,No,1000000,Married,0,0,0.1290322581,Y,Y,0,0,0.1973594342,0.0938187552,0.0775582343,0.1103480572,0.061557893,0.0775582343,0.3128723213,0.1616413516,0,0,2,2,0,29500,0,COR,N,2015,M,2,0,0,64,CEG1,36,2,0,7.2,U,B,Purchased New,0,N,4,4,1027,,2615,36,43830.62,1
4,0,18,5,N,0,0,0,SP,2,1,0,32,205,0,0,0,0,"",3000,744.905473,0,1610,PC,,0.097422113,0.1647552331,0.2585739883,0.3263965846,0.1401839723,0.0927817335,0.0299808322,2,1,0,50,N,STD,L,4,2500,"",G,0,1,"30,001 to 40,000 kms",L9H,10,8.9,32,7.6,430,1,L9H6L7,Male,N,0,0,0,0.5945945946,176,77026.39,N,0,No,2000000,Single,0,0,0.4457831325,Y,N,0,0.0327898228,0.1568424715,0.2769867833,0.0840831172,0.0666913745,0.1198011998,0.0495969411,0.1568424715,0.1381503385,0,0,1,1,1,27584,0,COR,N,2019,M,2,0,1,80,EG,32,2,0,12.7,U,WB,Purchased New,0,N,3,3,7638,,2659,32,16655,1
4,0,16,4,N,0,0,0,4D,0,0,0,28,184,0,0,0,0,Y,755,,0,1163,PMSC,0,0.0953101798,0.0953101798,0.3184537311,0.3184537311,0.2006706955,0.0953101798,0,1,1,0,26,N,STD,L,4,1700,"",G,0,0,"0 to 10,000 Km",P7A,8.95,8,35,6.9,270,0,P7A4G2,Female,N,0,0,0,0.8333333333,115,94432.01,N,0,No,1000000,Single,0,0,0.4166666667,N,N,0,0.1335313926,0.1335313926,0.1335313926,0.1335313926,0,0,0.1335313926,0.2876820725,0.1335313926,0,0,1,1,0,19244,0,NEW,N,2015,M,0,0,0,90,DEG1,10,0,0,12.5,R,WA,Purchased Used,10,N,3,13,0210,,2620,10,1592.66,1
4,0,16,4,N,0,0,0,4P,0,0,0,25,,0,0,0,0,Y,3000,757.966102,0,1534,PMSC,0,0.1397619424,0.2177234838,0.273293335,0.2177234838,0.1150693298,0.1397619424,0,1,1,0,19,Y,STD,L,4,3500,"",G,0,0,"10,001 to 20,000 kms",L9G,,,,,4400,0,L9G4T4,Male,N,0,0,0,1,220,173910.7,N,0,No,1000000,Single,0,0,0.3396226415,Y,Y,1,0.0363676442,0.2876820725,0.1967102942,0,0.1967102942,0,0.1133286853,0.0741079722,0.1967102942,0,0,1,1,0,23481,0,COR,N,2016,L,0,0,0,79,E,3,1,0,3.4,U,WA,Purchased Used,10,N,0,10,6812,,2824,3,77197.52,1
4,1,16,5,N,0,0,2,4D,2,2,0,25,169,0,0,0,0,Y,782,765.406637,0,1253,PC,,0.0706175672,0.1902515752,0.3402049771,0.3143637459,0.1193677482,0.0682213999,0.0222273231,1,1,0,20,Y,STD,L,4,2000,"",G,0,0,"20,001 to 30,000 kms",K0A,8.3,7.2,39.5,5.85,460,1,K0A1B0,Female,N,0,2,1,0.9317627945,158,139565.72,N,3,No,500000,Single,6,0,0.2745928339,Y,Y,0,0.0232129181,0.1376563698,0.103938546,0.0650366886,0.196942329,0.0520237751,0.1260885087,0.2080499244,0.1637124345,0,0,3,3,0,24245,0,NEW,N,2016,M,2,0,0,91,DEG,4,2,0,5.9,R,B,Purchased New,0,N,0,0,0210,,2700,4,77361.21,1
4,0,16,5,N,0,0,0,4D,2,0,0,32,184,0,0,0,0,Y,3000,749.31746,0,1200,PC,,0.2634174505,0.319770387,0.1718502569,0.2231435513,0.1350362838,0.0105821093,0,1,1,0,57,N,STD,L,4,1800,"",G,0,0,"40,001 to 50,000 kms",K2M,9.05,8,35.5,6.65,270,1,K2M2X9,Male,N,0,0,1,0.9696969697,140,242486.64,N,0,No,1000000,Married,0,0,0.1545454545,Y,Y,0,0.0150378774,0.0775582343,0.2534489008,0.045809536,0.1793409287,0,0.2534489008,0.2344007058,0.045809536,0,0,2,2,0,19845,0,NEW,N,2017,M,0,0,0,12,EG,41,0,0,2.9,U,WB,Purchased Used,1,N,5,6,0252,,2700,41,1717.8,1
4,0,16,4,N,0,0,0,1P,2,0,2003,301,323,0,0,0,0,Y,553,,0,2095,PMSC,0,0,0.5596157879,0.1541506798,0.1541506798,0,0.3364722366,0,1,1,0,41,N,STD,V,8,5300,"",G,0,0,"10,001 to 20,000 kms",N7V,16,14.05,20,11.75,800,1,N7V2V6,Male,N,0,0,1,1,315,197032.68,N,0,No,1000000,Married,0,0,0.2857142857,Y,Y,0,0,0.2231435513,0.2231435513,0.2231435513,0,0,0.2231435513,0.2231435513,0,0,0,1,3,1,33199,0,NEW,N,2016,L,2,0,0,36,E,25,2,0,20,U,WA,Purchased Used,5,Y,3,8,5821,,3378,25,180659.75,1
4,0,27,5,N,0,0,0,2D,2,2,0,33,181.5,0,0,0,0,"",3000,759.12963,0,1224,PC,,0.125163143,0.2429461786,0.2682639866,0.3483066943,0.125163143,0,0.0198026273,1,1,0,69,N,STD,L,4,1600,"",G,0,0,"10,001 to 20,000 kms",L5N,8.55,7.65,37,6.6,620,1,L5N1N2,Female,N,0,2,1,0.9473684211,138,91704.21,N,0,Yes,2000000,Married,0,0,0.4464285714,Y,Y,1,0.0408219945,0.1278333715,0.0833816089,0.0408219945,0.1278333715,0.0833816089,0.1278333715,0.2744368457,0.1743533871,0,1,1,1,0,23414,0,COR,Y,2018,M,2,0,0,61,DEG1,42,2,0,12,U,P,Purchased New,0,N,1,1,1619,,2649,42,1523.08,1
4,0,16,4,N,0,0,0,SV,2,0,0,34,290,0,0,0,0,Y,749,765.106383,0,1954,PC,,0.0194180859,0.1010961169,0.2376716519,0.3958956571,0.3403258059,0.0594234205,0,1,1,0,75,N,STD,V,6,3900,"",G,0,0,"20,001 to 30,000 kms",N2E,14.7,12.6,22,10.1,160,1,N2E2B2,Male,N,0,0,1,0.8571428571,240,99498.5,N,0,Yes,2000000,Married,0,0,0.3050847458,Y,Y,0,0.0645385211,0.0984400728,0.0645385211,0.0317486983,0.0984400728,0.2076393648,0.0317486983,0.3302416869,0.1698990368,0,0,2,2,0,31506,0,COR,Y,2017,L,2,0,0,32,EG1,59,2,0,3,U,P,Purchased New,0,N,9,9,6398,,3077,59,1652.05,1
